id,Name,URL,Title,Country,Mountain Range,Height(m),Coordinates,Type,Views,Popularity,Number of Images,Number of Paths,Number of GPS Paths,Registration Book,Description
210,Lopič / Monte Plauris,https://www.hribi.net/gora/lopic___monte_plauris/1/2374,Lopič / Monte Plauris,Italija,Julijske Alpe,1958,"46,3592°N 13,1959°E",,284620,71% (1070. mesto),2,2,0,,"Najvišji in obenem najzahodnejši vrh Muzcev se dviga visoko nad dolino Tilmenta na zahodu ter Venzonasse na jugu. Proti severu se spušča v Rezijo. Južne strmali, na katerih je ob vsakem obisku mogoče opazovati trop številnih kozorogov, so povečini poraščene s travami, medtem ko na severu prevladujejo razbite, prepadne pečine s številnimi grapami, žlebovi in stolpi. Vrh ima dva izrazitejša grebena. Osrednji se z vrha spušča proti jugozahodu prek Cime di Cervada (1781 m) in Cime di Somp Selve (1702 m). Greben je zelo razgleden in brezpoten, a tehnično dokaj nezahteven (mesta I.–II. stopnje). Pod Cimo di Somp Selve se cepi na dve rebri: eno se spušča proti Vratom / Portis, drugo proti Pušji vasi /Venzone pa skupaj z vzporednim grebenom Cime dei Larici na severu oklepa slikovito dolino Lavaruzza. Drugi izrazitejši greben z Lopiča poteka proti jugovzhodu prek neimenovanega vrha (1858 m) do sedla Slips, kjer je povezan z grebenom Javorja. Oba grebena na jugu oklepata prostrano, strmo travnato krnico, ki se izteče v grapo potoka Gran Rio. Tudi na severozahod pošilja Lopič sicer ne tako enovit greben prek vrhov Pale di Misdi (Punta del Mezzogiorno, 1841 m) in Cima Clapadorie (1756 m)."
211,Vrh Leh,https://www.hribi.net/gora/vrh_leh/1/1614,Vrh Leh,Slovenija,Julijske Alpe,1958,"46,35786°N 13,64824°E",vrh,207387,62% (1364. mesto),3,1,0,1,"Vrh Leh je 1958 m visoka gora, ki se nahaja med dolino reke Soče in Bavšice. Z vrha, se nam ob lepem vremenu odpre razgled, le ta je najlepši na vrhove nad dolino Bavšice in Lepene."
212,Veliki Selišnik,https://www.hribi.net/gora/veliki_selisnik/1/641,Veliki Selišnik,Slovenija,Julijske Alpe,1952,"46,36606°N 13,90324°E",vrh,365783,79% (769. mesto),5,1,0,2,"Veliki Selišnik je malo poznana in še manj obiskana gora nad Pokljuko. Z neporaščenega vrha je lep pogled na sosednji Viševnik in Mali Draški vrh. Najlepši pa je pogled na Triglav in Rjavino. Na vrh ne pripelje nobena steza, zato je vrh priljubljen za ljubitelje samote in brezpotij."
213,Bivak Gorizia,https://www.hribi.net/gora/bivak_gorizia/1/1043,Bivak Gorizia,Italija,Julijske Alpe,1950,"46,42571°N 13,51796°E",bivak,297387,72% (1025. mesto),4,1,0,3,"Opis bivaka: Bivak Gorizia se nahaja pod ostenji zahodnih Julijskih Alp, točneje pod Krniško špico. Ker je bil bivak pogosto polno zaseden so v neposredni bližini postavili še enega, ki služi enakemu namenu. Zaradi bližnjih sten se nam odpre pogled le proti vzhodu, kjer nam v oči padeta Mangart in Jalovec."
214,Mali Raskovec,https://www.hribi.net/gora/mali_raskovec/1/1106,Mali Raskovec,Slovenija,Julijske Alpe,1946,"46,23133°N 13,88013°E",vrh,210925,63% (1353. mesto),3,4,0,1,"Mali Raskovec je redko obiskan vrh, ki se nahaja med nekoliko bolj znanim Velikim Raskovcem in malo znano Suho Rodico. S travnatega vrha pa se nam odpre lep razgled po grebenu Spodnjih Bohinjskih gora."
215,Suha Rodica (Novi vrh),https://www.hribi.net/gora/suha_rodica_novi_vrh/1/1107,Suha Rodica (Novi vrh),Slovenija,Julijske Alpe,1944,"46,22596°N 13,87618°E",vrh,246450,67% (1211. mesto),3,4,0,1,"Suha Rodica (tudi Novi vrh) je prepaden vrh, ki se nahaja med Rodico in Črno prstjo v grebenu Spodnjih Bohinjskih gora. Z vrha se nam odpre lep pogled, ki seže od Tržaškega zaliva, prek Primorske do Julijskih Alp in naprej čez Karavanke do Kamniško Savinjskih Alp."
216,Veliki Šmohor,https://www.hribi.net/gora/veliki_smohor/1/1055,Veliki Šmohor,Slovenija,Julijske Alpe,1944,"46,27427°N 13,68549°E",vrh,402589,82% (648. mesto),2,2,0,,"Veliki Šmohor je vrh, ki se nahaja južno od Malega Šmohorja in jugovzhodno od idilične gorske planine imenovane na Polju. Z vrha, ki je obdan s številnimi ostanki iz 1. svetovne vojne je lep pogled predvsem na zanimiv Vrh nad Peski, Batognico, Krn in ostale vrhove nad Krnskim jezerom. Ob lepem vremenu pa lahko občudujemo številne vrhove Julijskih Alp (od Triglava do Krna)."
217,Prednje Robičje,https://www.hribi.net/gora/prednje_robicje/1/1329,Prednje Robičje,Slovenija,Julijske Alpe,1941,"46,44441°N 13,74514°E",vrh,346301,77% (842. mesto),5,2,0,2,"Prednje Robičje je 1941 m visoka gora, ki se nahaja v grebenu gora med dolinama Male in Velike Pišnice. Z vrha na katerem je vpisna skrinjica se nam odpre lep razgled na najvišje vrhove Julijskih Alp."
218,Mali Šmohor,https://www.hribi.net/gora/mali_smohor/1/1054,Mali Šmohor,Slovenija,Julijske Alpe,1939,"46,27923°N 13,68712°E",vrh,333089,76% (888. mesto),4,2,0,,"Mali Šmohor je razgleden vrh, ki se nahaja jugovzhodno od Krnskega jezera. Z vrha, ki ima vpisno skrinjico je lep razgled na bližnje vrhove kot so Veliki Šmohor, Vrh nad Peski, Batognico, Krn, greben Krnčice, Lemež, Veliko Babo ter na ostale vrhove južno in zahodno od Triglava. Na Šmohorju pa bomo opazili številne rove in ostale ostanke iz 1.svetovne vojne (ostanki eksplozivnih teles, lopate itd.)."
219,Matajurski vrh,https://www.hribi.net/gora/matajurski_vrh/1/1105,Matajurski vrh,Slovenija,Julijske Alpe,1936,"46,22633°N 13,89726°E",vrh,356103,78% (811. mesto),5,4,0,,"Matajurski vrh je 1936m visoka gora, ki se nahaja na glavnem grebenu Spodnjih Bohinjskih gora. Ob lepem vremenu se nam z vrha odpre lep razgled, ki seže vse od Jadranskega morja do Triglava."
220,Vrh Škrli,https://www.hribi.net/gora/vrh_skrli/1/1371,Vrh Škrli,Slovenija,Julijske Alpe,1926,"46,27426°N 13,74549°E",vrh,244920,66% (1221. mesto),3,2,0,1,"Vrh Škrli je 1926 m visoka gora, ki se nahaja nad planoto Spodnje Komne. S travnatega vrha, preko katerega je nekoč potekala državna meja, se nam odpre lep razgled na najvišje vrhove Julijskih Alp."
221,Macesnovec,https://www.hribi.net/gora/macesnovec/1/722,Macesnovec,Slovenija,Julijske Alpe,1926,"46,40378°N 13,90672°E",vrh,496597,90% (359. mesto),3,1,0,2,"Eden najlepših razglednikov v Julijcih, ki se vzpenja med Kotom in Krmo kot ""podaljšek"" Rjavine. Pobočje je poraslo z macesni, vmes je ruševje. Nanj vodi nemarkirana pot iz Kota, vrh ni zelo prostoren, vpisne knjige ali žiga ni, vrh pa je označen tako, da so planinci iz suhih vej zvezali križ in ga pritrdili med nekaj skal na vrhu."
222,Bela glava,https://www.hribi.net/gora/bela_glava/1/590,Bela glava,Slovenija,Julijske Alpe,1926,"46,31811°N 13,79378°E",vrh,310796,73% (973. mesto),6,1,0,,"Bela glava je neopazen vrh na zahodni strani Fužinskih planin. Z vrha na katerem stoji možic je lep pogled na sosednji Tičarici in gore nad dolino Za Kopico. Ker na vrh ne pelje nobena pot, le ta redko dočaka obisk."
223,Mala Ponca,https://www.hribi.net/gora/mala_ponca/1/1046,Mala Ponca,"Italija , Slovenija",Julijske Alpe,1925,"46,46818°N 13,6932°E",vrh,502127,91% (341. mesto),4,4,1,1,"Mala Ponca je 1925m visok vrh, ki se nahaja med Planico in Belopeškimi jezeri. Čeprav je vrh nižji od sosednje Visoke Ponce nam vseeno nudi lep razgled. Le ta je najlepši na vrhove nad obema omenjenima dolinama, kjer lepo vidimo Mangart, Vevnico, Visoko Ponco in Ciprnik. Ob lepem vremenu pa razgled seže od Karnijskih Alp, prek Ziljskih Alp do Visokih Tur, kjer kraljuje Großglockner (Veliki Klek)."
224,Vogel,https://www.hribi.net/gora/vogel/1/588,Vogel,Slovenija,Julijske Alpe,1922,"46,23829°N 13,8125°E",vrh,711184,98% (87. mesto),10,19,7,10,"Ob imenu Vogel marsikdo najprej pomisli na smučišče Vogel, ki se nahaja v bližini istoimenskega vrha. S severne strani ga prepoznamo po piramidasti obliki, ki daje gori lep videz. Razgled z vrha je čudovit saj se vidi del Primorske, veriga Spodnjih Bohinjskih gora in Triglav z okolico. Proti jugu nam v oči pade Žabiški Kuk in desno spodaj planina Razor, ki je izhodišče za lepe ture. Tudi zbiralci žigov pridejo na svoj račun, saj je vrh opremljen z vpisno skrinjico in žigom."
225,Rušnati vrh,https://www.hribi.net/gora/rusnati_vrh/1/1109,Rušnati vrh,Slovenija,Julijske Alpe,1915,"46,24681°N 13,7957°E",vrh,239388,66% (1241. mesto),2,3,0,,"Rušnati vrh je 1915 m visoka gora, ki se nahaja severno od planine Razor. Z malo obiskanega vrha pa lahko vidimo večji del Julijskih Alp, kjer ne manjka niti Triglav."
226,Rdeči rob,https://www.hribi.net/gora/rdeci_rob/1/1590,Rdeči rob,Slovenija,Julijske Alpe,1913,"46,25016°N 13,69624°E",vrh,388477,81% (695. mesto),8,3,0,1,"Rdeči rob je 1913 m visoka gora, ki se nahaja v grebenu Slemenskih peči, le ta pa se strmo spušča proti dolini reke Tolminke. Z vrha, na katerem se nahaja vpisna skrinjica v obliki miniaturnega Aljaževega stolpa (notri je vpisna knjiga in žig), se nam odpre lep razgled na krnsko pogorje, Spodnje Bohinjske gore, Primorski in Jadranskemu morju. Rdeči rob, pa je tudi geološko drugačen od sosednjih vrhov, saj je le ta rdeče barve. Razlog za to, pa najdemo v sestavi kamnine, saj omenjeni vrh sestavljata kredni in laporni apnenec."
227,Kraljevska špica/Monte Re,https://www.hribi.net/gora/kraljevska_spica_monte_re/1/1278,Kraljevska špica/Monte Re,Italija,Julijske Alpe,1912,"46,45596°N 13,55719°E",vrh,382665,80% (717. mesto),5,1,0,2,"Kraljevska špica oz. po italijansko Monte Re je 1912 m visoka gora, ki se nahaja severozahodno od Rablja/Cave del Predil. Z rudniškega vrha na katerem stoji krona in pod njim vpisna skrinjica se nam odpre lep razgled po večjem delu zahodnih Julijskih Alp."
228,Slemenova špica,https://www.hribi.net/gora/slemenova_spica/1/240,Slemenova špica,Slovenija,Julijske Alpe,1911,"46,44584°N 13,7266°E","vrh, planina",939814,99% (31. mesto),11,6,4,14,"Le kdo ne pozna Jalovca s Slemena. Skoraj na vsakem koledarju vidimo manjše jezerce in zadaj občudovanja vredno goro. Slemenova špica se nahaja le nekaj deset metrov nad jezerci. Pogled na Jalovec nam lahko ustavi le megla. S špice se lepo vidijo skakalnice v Planici in vrhovi nad dolino Tamar. Na vrhu je ponavadi polno ovčjih iztrebkov, stara vpisna skrinjica se je nahajala kako minuto pod vrhom, na deblu drevesa, nova pa je skupaj z žigom postavljena na vrh Slemenove špice."
229,Speleološki bivak Modonutti - Savoia,https://www.hribi.net/gora/speleoloski_bivak_modonutti_-_savoia/1/1554,Speleološki bivak Modonutti - Savoia,Italija,Julijske Alpe,1908,"46,3845°N 13,5155°E","bivak, sedlo",220776,64% (1307. mesto),4,3,0,,"Opis bivaka: Speleološki bivak Modonutti - Savoia se nahaja med sedlom Vrh Laških brežičev (ital. Sella Robon) in Veliko Bavho. Od bivaka v katerem lahko prespi 8 ljudi, se nam odpre lep razgled na Rombon, Črnelsko špico in Hudi Vršič."
230,Bivak Bernardinis,https://www.hribi.net/gora/bivak_bernardinis/1/658,Bivak Bernardinis,Italija,Julijske Alpe,1907,"46,47641°N 13,42407°E",bivak,225413,65% (1288. mesto),8,2,0,,"Opis bivaka: Od bivaka, ki stoji pod pobočji Dveh špic je zelo lep pogled na severne stene Montaža in Viša na severu ter na Piparje na vzhodu. Bivak je predelana stara vojaška zgradba in ima tri ločene prostore (predprostor, soba s pogradi ter kuhinja s štedilnikom in veliko mizo)."
231,Mangartska koča na Mangartskem sedlu,https://www.hribi.net/gora/mangartska_koca_na_mangartskem_sedlu/1/93,Mangartska koča na Mangartskem sedlu,Slovenija,Julijske Alpe,1906,"46,43932°N 13,64065°E",koča,511823,91% (315. mesto),8,3,0,4,"Opis koče: Mangartska koča se nahaja le dobrih 100 višinskih metrov pod Mangartskim sedlom, do koder pripelje najvišja cesta v Sloveniji. Od koče, ki je odprta v poletni sezoni se nam odpre lep razgled na bližnji Mangart, ter večino vrhov nad dolino reke Koritnice."
232,Mala Rodica,https://www.hribi.net/gora/mala_rodica/1/1098,Mala Rodica,Slovenija,Julijske Alpe,1901,"46,23085°N 13,86239°E",vrh,250600,67% (1200. mesto),5,2,0,3,"Mala Rodica je neizrazit deloma travnat vrh, ki se nahaja ob robu vršne piramide Velike Rodice. Ob lepem vremenu se nam z vrha odpre lep pogled na verigo Spodnjih Bohinjskih gora, osrednje Julijce ter na Škofjeloško in Cerkljansko hribovje."
233,Kser,https://www.hribi.net/gora/kser/1/1372,Kser,Slovenija,Julijske Alpe,1900,"46,27221°N 13,74742°E",vrh,288920,71% (1058. mesto),1,2,0,1,"Kser je manj izrazit vrh, ki se nahaja v grebenu Spodnjih Bohinjskih gora, točneje med Tolminskim Kukom in Mahavščkom. Z vrha, ki meji med Primorsko in Gorenjsko se nam odpre lep razgled na vrhove nad dolino reke Tolminke in vrhove nad planoto Komne."
234,Rušnata glava,https://www.hribi.net/gora/rusnata_glava/1/457,Rušnata glava,Slovenija,Julijske Alpe,1899,"46,31315°N 13,78467°E",vrh,342727,76% (857. mesto),2,2,1,,"Vrh, ki je poraščen z rušjem se nahaja južno od Tičarice. Z vrha je lep razgled proti Mali Tičarici in Dvojnemu jezeru. Lepo se vidi tudi Krn."
235,Vrtaški vrh,https://www.hribi.net/gora/vrtaski_vrh/1/469,Vrtaški vrh,Slovenija,Julijske Alpe,1898,"46,45531°N 13,88788°E",vrh,461426,88% (454. mesto),5,4,1,3,"Vrtaški vrh je razgledna gora nad dolino Vrat. S travnatega vrha, ki je okrog in okrog poraščen z rušjem je lep pogled na sosednje Sleme in Drobeče Sleme. Za omenjenima vrhovoma pa izstopa Kukova špica. Lepo pa se vidijo tudi Karavanke, kjer izstopa Kepa. Vrtaški vrh ima vpisno skrinjico in v njej vpisno knjigo."
236,Poljanski vrh,https://www.hribi.net/gora/poljanski_vrh/1/1104,Poljanski vrh,Slovenija,Julijske Alpe,1897,"46,23023°N 13,90303°E",vrh,250961,67% (1197. mesto),4,4,0,,"Poljanski vrh je manj poznana gora, ki se nahaja med Matajurskim in Konjskim vrhom v grebenu Spodnjih Bohinjskih gora. S travnatega vrha pa se nam odpre lep pogled proti Bohinju in vrhovom, ki obdajajo to dolino."
237,Vrh Krnic,https://www.hribi.net/gora/vrh_krnic/1/589,Vrh Krnic,Slovenija,Julijske Alpe,1896,"46,23958°N 13,80994°E",vrh,272457,69% (1116. mesto),7,8,0,1,Vrh Krnic je neizrazit vrh v grebenu Spodnjih Bohinjskih gora. Nahaja se zahodno od Vogla nad planino Razor. Vrh je travnat in ima lep razgled po delu Primorske in večjemu delu Julijskih Alp.
238,Vrh Razora,https://www.hribi.net/gora/vrh_razora/1/291,Vrh Razora,Slovenija,Julijske Alpe,1893,"46,37598°N 13,91362°E",vrh,397784,82% (662. mesto),4,3,0,,"Vrh Razora je 1893 m visok vrh, ki se nahaja med Krmo in Pokljuko, točneje med Mrežcami in Debelim vrhom. Z vrha, ki je porasel z rušjem, se nam odpre lep razgled na Pokljuške gozdove, Spodnje Bohinjske gore, Triglav, Rjavino, del zahodnih Karavank ter ob lepem vremenu na Kamniško Savinjske Alpe in Snežnik."
239,Studorski preval,https://www.hribi.net/gora/studorski_preval/1/138,Studorski preval,Slovenija,Julijske Alpe,1892,"46,35436°N 13,88201°E",sedlo,453144,87% (480. mesto),2,1,0,7,Opis sedla: Preval se nahaja med Ablanco in Velikim Draškim vrhom. S prevala se lepo vidi Bohinjska stran prevala na drugo stran pa manjša dolinica Jezerce. Le redko kdo si izbere Studorki preval za samostojni cilj. Večina jih izlet podaljša na Triglav ali njemu bližnje vrhove in koče.
240,Srednji Selišnik,https://www.hribi.net/gora/srednji_selisnik/1/531,Srednji Selišnik,Slovenija,Julijske Alpe,1890,"46,36393°N 13,90285°E",vrh,325138,75% (915. mesto),1,1,1,,"Srednji Selišnik se nahaja med Malim in Velikim Selišnikom nad Pokljuko v bližini Viševnika. Vrh, ki je poraščen z rušjem ima lep razgled na že omenjene vrhove. Proti severu se lepo vidi Rjavina proti jugu pa Pokljuka. Vrh je malo poznan in še manj obiskan."
241,Krniška glavica / Jof di Sompdogna,https://www.hribi.net/gora/krniska_glavica___jof_di_sompdogna/1/3566,Krniška glavica / Jof di Sompdogna,Italija,Julijske Alpe,1889,"46,45313°N 13,43918°E","vrh, bivak",8350,42% (2096. mesto),12,2,0,1,"Krniška glavica (Jof di Sompdogna) je 1889 metrov visok vrh v Zahodnih Julijskih Alpah, severno od Montaža. Na razglednem vrhu je postavljen križ, malo pod vrhom pa se nahaja tudi manjši bivak. Bivak je predelan vojaški objekt. Z vrha je sicer zelo lep razgled na bližnji Montaž, zelo lepo pa se vidi tudi Viš, Višarje ter vrhovi nad dolino Dunje."
242,Klečica,https://www.hribi.net/gora/klecica/1/2123,Klečica,Slovenija,Julijske Alpe,1889,"46,3973°N 13,9413°E",vrh,200459,62% (1391. mesto),0,0,0,,"Klečica je 1889 metrov visok vrh, ki se nahaja severovzhodno od Debele peči. Z vrha, ki se prepadno spušča proti Krmi, se nam odpre lep pogled na že omenjeno Debelo peč, Triglav, Rjavino, Škrlatico ter ostale vrhove nad dolino Vrat, Karavankam in Kamniško Savinjskim Alpam."
243,Velika Glava,https://www.hribi.net/gora/velika_glava/1/3476,Velika Glava,Slovenija,Julijske Alpe,1883,"46,36286°N 13,77096°E",vrh,1480,28% (2617. mesto),2,2,0,,Velika Glava 1883m se nahaja nad Logom v Trenti. V času Rapalske meje je bilo na njem vojaško oporišče zato še danes malce pod vrhom naletimo na ostanke štirih zgradb. Sam vrh je poraščen z ruševjem vendar je še vedno dostopen.
244,Šija,https://www.hribi.net/gora/sija/1/463,Šija,Slovenija,Julijske Alpe,1880,"46,23863°N 13,83413°E",vrh,525630,92% (290. mesto),8,5,2,3,Vrh se nahaja nad smučiščem Vogel v Spodnjih Bohinjskih gorah. Z vrha je lep pogled na sosednja vrhova v isti verigi gora na Rodico in Vogel. Lepo se vidi tudi Cerkljansko hribovje in na drugi strani Triglav z vsemi Bohinjskimi gorami. Vrh je travnat in brez vpisne skrinjice.
245,Spodnje Kriško jezero,https://www.hribi.net/gora/spodnje_krisko_jezero/1/165,Spodnje Kriško jezero,Slovenija,Julijske Alpe,1880,"46,39903°N 13,80185°E",jezero,448565,86% (494. mesto),5,1,0,1,"Opis jezera: V krnici pod Šplevto na Kriških podih je visokogorsko jezerce dolgo 120 m, široko 90 m in globoko 9,5 m. Je najtoplejše od Kriških jezer. Pozimi je jezero zaradi plazov globoko pod snegom."
246,Krsteniški Stog,https://www.hribi.net/gora/krsteniski_stog/1/1624,Krsteniški Stog,Slovenija,Julijske Alpe,1879,"46,33102°N 13,84955°E",vrh,320505,74% (934. mesto),8,2,0,,"Krsteniški oz. Mali Stog je 1879 m visoka gora, ki se strmo dviga nad planino Krstenica. Z vrha, na katerem stoji kamnit možic, se nam odpre lep razgled na Spodnje Bohinjske gore, Fužinske planine, Ograde, Debeli vrh, Jezerski Stog, Triglav, Vernar, Tosc, Ablanco in dolino Voje."
247,Konjski vrh,https://www.hribi.net/gora/konjski_vrh/1/1103,Konjski vrh,Slovenija,Julijske Alpe,1879,"46,2302°N 13,90863°E",vrh,305286,73% (995. mesto),3,4,1,,"Vrh, ki je le tri minute oddaljen z markirane poti Črna prst - Rodica nam nudi lep pogled na bližnje vrhove Spodnjih Bohinjskih gora in na osrednje Julijce, kjer izstopa Triglav."
248,Čisti vrh,https://www.hribi.net/gora/cisti_vrh/1/1605,Čisti vrh,Slovenija,Julijske Alpe,1875,"46,3556°N 13,7523°E",vrh,393498,81% (680. mesto),3,1,0,,"Čisti vrh je 1875 m visoka gora, ki se nahaja severno od grebena Špičja, točneje na razgledni vzpetini nad sedlom Čez Drt. Z vrha, na katerem je vpisna skrinjica, se nam odpre lep razgled na večino najvišjih gora, ki obdajajo dolino Trente."
249,Rifugio Corsi,https://www.hribi.net/gora/rifugio_corsi/1/1042,Rifugio Corsi,Italija,Julijske Alpe,1874,"46,42212°N 13,50003°E",koča,390941,81% (687. mesto),4,4,2,1,"Opis koče: Corsi je planinska koča, ki se nahaja v zahodnih Julijcih pod mogočno goro Viš. Od koče, ki je odprta v poletni sezoni je lep pogled na bližnja ostenja in na vrhove, ki se nahajajo na južni strani Jezerske doline."
250,Tolminski Migovec,https://www.hribi.net/gora/tolminski_migovec/1/2102,Tolminski Migovec,Slovenija,Julijske Alpe,1868,"46,24629°N 13,76239°E",vrh,438574,85% (530. mesto),8,2,1,4,"Tolminski Migovec je 1881 m visoka gora. Njeno zahodno pobočje nad dolino Tolminke je najbolj strmo in slikovito. Južno pobočje je najprej travnato, kjer je tudi planina Kal, nato rušnata in proti vrhu skalnata. Z vzhoda, toliko bolj pa s severa se razgaljajo njegova razgibana vršna pobočja, ki se od vrha raztezajo proti Tolminskemu Kuku oz. padajo v globeli pod Škrbino. Vrh je kopast, pogled seže vse do Tolmina na jugu, na zahodu imamo pogleda na Krnsko pogorje, proti severu na Tolminski Kuk (2086 m), proti vzhodu pa na Vogel(1923 m), Rušnati vrh (1915 m) in na Vrh nad Škrbino (2054 m) Pod Tolminskim Migovcem najdemo trenutno najdaljši jamski sistem v Sloveniji z imenom Votla gora, ki je z več kot 25 km raziskanih rovov prevzela primat Postojnski jami s ""samo"" 20 km povezanih jam. Na Migovcu je še veliko brezen, ki so morebitni novi vhodi v jamo, tako da je previdnost na brezpotjih več kot dobrodošla."
